segment,ab_group,resource_category,resource,unit,players,gainers,spenders,gain_total,spend_total,gain_per_gainer,spend_per_spender,gain_p50,gain_p75,gain_p90,gain_p99,spend_p50,spend_p75,spend_p90,spend_p99,net_p10,net_p50,net_p90,gain_top1_share,gain_top5_share,gain_top10_share,spend_top1_share,spend_top5_share,spend_top10_share,spend_events_per_spender
C. 10-19,Variant,currency,HardCoin,coins,24664,23933,13757,4630447.68,4284000,193.4754,311,93.42573132036254,226.7520402251234,484.9839348384518,1125.2757669441148,100.0,230.80488206554554,492.5066587117259,1167.6413793103459,-135.63243410347292,21.397323915955052,140.6205175549347,0.88,1.63,2.15,0.28,0.95,1.48,3.1518
C. 10-19,Variant,dream_pass_tokens,DreamPassToken,items,24664,12352,0,1534960.59,0,124.2682,,10.142365731410644,91.12139999348409,193.9108469201802,423.470390842053,0.0,0.0,0.0,0.0,0.0,10.142365731410644,193.9108469201802,0.07,0.32,0.58,,,,
C. 10-19,Variant,life,LifeReward,items,24664,0,2,0.0,36,,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,55.56,100.0,100.0,18.0
C. 10-19,Variant,life,life,items,24664,1746,20518,11203.0,363437,6.4164,17,0.0,0.0,0.0,11.873472214251574,9.599100298062234,15.051846567425809,34.11421098517875,126.78821018062412,-33.1329391854488,-9.598895276696954,0.0,0.93,3.78,6.44,0.13,0.53,1.0,17.7131
C. 10-19,Variant,life,liferefill,items,24664,993,0,10645.0,0,10.72,,0.0,0.0,0.0,11.940000000000055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,4.04,7.09,,,,
C. 10-19,Variant,orb,Movie_Magic,items,24664,8,0,8.0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,62.5,100.0,,,,
C. 10-19,Variant,orb,Ocean_rescue,items,24664,2,0,2.0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0,,,,
C. 10-19,Variant,orb,Reds_Greatest_Challenge,items,24664,736,0,737.0,0,1.0014,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.81,1.49,,,,
C. 10-19,Variant,powerup,powerup_1,items,24664,9044,8900,20497.0,21763,2.2664,2,0.0,1.0,2.935988912411643,6.62055137844613,0.0,1.0,3.0,6.789333333333343,-1.0,0.0,1.0,0.62,1.1,1.47,2.02,3.78,4.58,2.4453
C. 10-19,Variant,powerup,powerup_2,items,24664,15808,11957,68416.0,56380,4.3279,4,1.1971686593278408,4.0,7.79913178585092,15.562671232876719,0.22615295038191002,3.147428126937246,7.245801009014977,15.658436781609211,-1.5583801968624598,0.0,3.0,0.19,0.37,0.56,0.18,0.47,0.73,4.7152
C. 10-19,Variant,powerup,powerup_3,items,24664,12979,11947,41534.0,40029,3.2001,3,0.8912341448323458,2.36918166193132,5.0,10.94161885245902,0.24347438330100446,2.098791246810535,5.0,11.312610837438438,-1.6685393934833317,0.0,2.0,0.31,0.57,0.82,0.26,0.84,1.19,3.3505
C. 10-19,Variant,pre_level_booster,pre_level_booster_1,items,24664,17948,15234,70472.0,54290,3.9265,3,2.0,4.112926428277846,7.289958548175115,14.0,1.0,3.0,6.592414057998853,14.730344827586217,-1.7964416280770166,0.157130403685304,3.6993630573248444,0.19,0.41,0.58,0.17,0.52,0.85,3.5637
C. 10-19,Variant,pre_level_booster,pre_level_booster_2,items,24664,19049,12171,74424.0,51990,3.907,4,2.0,4.091921613553931,7.317572257506967,14.0,0.4180777143971526,3.0500066853857466,6.795844240837703,14.658436781609211,-1.685083102767451,0.8212340522240683,3.9686641771697087,0.18,0.46,0.64,0.2,0.61,0.98,4.2716
C. 10-19,Variant,pre_level_booster,pre_level_booster_3,items,24664,14259,10455,35340.0,29010,2.4784,2,1.0,2.0,3.7322035433293737,8.061852813852816,0.0,2.0,3.8097971291742363,9.0,-1.0,0.0,2.0,0.36,1.01,1.4,0.16,0.59,0.97,2.7747
C. 10-19,Variant,season_pass_multiplier_2x,SeasonPassMultiplier2x,minutes,24664,7720,0,100980.0,0,13.0803,,0.0,10.0,10.0,22.004748858447527,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.39,1.91,3.76,,,,
C. 10-19,Variant,season_pass_tokens,SeasonPassToken,items,24664,167,0,7927.0,0,47.4671,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.88,21.71,34.91,,,,
C. 10-19,Variant,ul_pre_booster,UnlimitedBooster1,minutes,24664,10217,9847,250295.0,95357,24.4979,9,0.0,10.228382848329884,30.0,93.72599364069956,0.0,5.861558477255028,11.780267022696934,33.28365845648609,0.0,0.0,17.976193813551287,0.21,0.96,1.78,0.18,0.72,1.22,9.6839
C. 10-19,Variant,ul_pre_booster,UnlimitedBooster2,minutes,24664,7419,7104,165200.0,62452,22.2672,8,0.0,10.0,17.367312722151446,71.04351407000692,0.0,2.7493276556996435,8.41227336999215,28.430522167487716,0.0,0.0,10.91666670219464,0.29,1.37,2.58,0.29,1.02,1.68,8.7911
C. 10-19,Variant,ul_pre_booster,UnlimitedBooster3,minutes,24664,1708,1667,46825.0,19714,27.4151,11,0.0,0.0,0.0,30.239410526315794,0.0,0.0,0.0,19.602981937602642,0.0,0.0,0.0,1.03,4.75,8.89,0.88,3.22,5.32,11.826
C. 10-19,Variant,unknown,Booster1,items,24664,0,1,0.0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,100.0,100.0,100.0,1.0
C. 10-19,Variant,unlimited_lives,UnlimitedLives,minutes,24664,23567,3,6144798.0,39,260.7374,13,148.11041777157968,334.87667175273225,664.9531682702909,1290.7544781783683,0.0,0.0,0.0,0.0,15.0,148.21352321478284,665.0151583859226,0.13,0.28,0.44,51.28,100.0,100.0,13.0
D. 20-39,Control,Avatar,Avatar,items,18721,10316,0,20154.0,0,1.9537,,1.0,2.0,2.5662978192313286,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5662978192313286,0.23,0.71,0.91,,,,
D. 20-39,Control,currency,HardCoin,coins,18721,18458,13832,7524612.0,7118450,407.6613,514,232.07817340968626,531.7625135361126,986.5119913056984,1902.7608672525457,200.0,516.8912670432542,982.2357609129095,2110.1106769825947,-181.12442907614826,30.493449318944176,236.35283496143418,0.22,0.71,1.13,0.5,1.35,1.88,5.1977
D. 20-39,Control,dream_pass_tokens,DreamPassToken,items,18721,9662,0,859083.33,0,88.9136,,19.17243993063504,60.18539594914718,131.31536899316734,320.7949294532634,0.0,0.0,0.0,0.0,0.0,19.17243993063504,131.31536899316734,0.32,0.79,1.27,,,,
D. 20-39,Control,life,LifeReward,items,18721,0,1,0.0,10,,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,100.0,100.0,100.0,10.0
D. 20-39,Control,life,life,items,18721,1900,16193,11911.0,545763,6.2689,33,0.0,0.0,0.5178186783598765,15.182465608465646,19.918197984588026,32.45373135250459,71.19318137710194,200.0020533849133,-69.39716251279488,-20.0,0.0,0.72,2.96,5.11,0.11,0.5,0.91,33.7036
D. 20-39,Control,life,liferefill,items,18721,1271,0,16870.0,0,13.273,,0.0,0.0,0.0,20.71924715909099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,4.92,8.36,,,,
D. 20-39,Control,orb,Movie_Magic,items,18721,4,0,4.0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,100.0,,,,
D. 20-39,Control,orb,Ocean_rescue,items,18721,1,0,1.0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,,,,
D. 20-39,Control,orb,Reds_Greatest_Challenge,items,18721,1527,0,1530.0,0,1.002,,0.0,0.0,0.0006019236735960735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006019236735960735,0.13,0.52,0.85,,,,
D. 20-39,Control,powerup,powerup_1,items,18721,10449,10149,29590.0,32959,2.8318,3,1.0,2.222483513371365,4.477679836625825,9.647973760932969,1.0,2.7641269200362375,5.0,10.30747272727274,-2.0,0.0,1.1053194615881983,0.13,0.53,0.89,2.12,4.13,4.87,3.2475
D. 20-39,Control,powerup,powerup_2,items,18721,14399,11567,68032.0,62796,4.7248,5,2.085177786907567,5.131722107742125,9.530866063365105,18.0,1.4138033615945258,4.90396347779882,9.773946272556547,19.852017021276616,-2.3035185185185183,0.0,3.0,0.09,0.32,0.55,0.18,0.58,0.95,5.4289
D. 20-39,Control,powerup,powerup_3,items,18721,13829,12201,68212.0,64288,4.9325,5,2.059205988443751,5.2556818181818175,9.634153430914568,18.219846153846166,1.6325244922386526,4.87241813627843,9.627789473684215,19.809736170212794,-2.2162385964912277,0.0,3.0,0.09,0.29,0.51,0.44,1.66,2.19,5.2691
D. 20-39,Control,pre_level_booster,pre_level_booster_1,items,18721,17074,12818,88287.0,64081,5.1708,4,3.3104041656239005,6.593842857773917,10.97663316582915,19.08538699690403,1.0070700885152815,4.4963890935888,10.195573173786826,22.19528433268862,-2.066157907763386,1.0,5.768719174251283,0.23,0.64,0.86,0.28,0.79,1.29,4.9993
D. 20-39,Control,pre_level_booster,pre_level_booster_2,items,18721,17355,10829,103336.0,68203,5.9542,6,4.112915736745523,7.199331967929945,12.02241068724195,20.760565149136596,1.0374920422300216,5.212918516265379,11.173088298490866,23.830876595744705,-2.2443250327653987,1.82115736687097,6.19969859017988,0.22,0.58,0.75,0.26,0.79,1.25,6.2982
D. 20-39,Control,pre_level_booster,pre_level_booster_3,items,18721,14512,9553,46929.0,35961,3.2338,3,2.0,3.1706365092073647,5.750866187050364,11.0,0.7411191386443906,3.0,5.830370357098065,12.894297872340442,-2.0,0.16159754069529747,3.0,0.56,1.55,1.95,0.52,1.45,2.0,3.7644
D. 20-39,Control,season_pass_multiplier_2x,SeasonPassMultiplier2x,minutes,18721,630,0,21110.0,0,33.5079,,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,13.83,22.41,,,,
D. 20-39,Control,season_pass_tokens,SeasonPassToken,items,18721,119,0,7871.0,0,66.1429,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,24.36,39.93,,,,
D. 20-39,Control,season_pass_tokens,unknown,items,18721,1,0,40.0,0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,,,,
D. 20-39,Control,ul_pre_booster,UnlimitedBooster1,minutes,18721,10441,10144,308830.0,137952,29.5786,13,10.0,20.0,43.544259044652904,113.363076923077,2.5840899323957367,10.484871376336788,20.251965341609186,50.60179651837531,0.0,2.100394338772797,24.250498967780015,0.36,1.13,1.85,0.31,0.94,1.47,13.5994
D. 20-39,Control,ul_pre_booster,UnlimitedBooster2,minutes,18721,8646,8393,218440.0,101671,25.2649,12,0.5299285742681836,15.0,28.348814465230014,89.40214703968775,0.0009991392031480566,8.020528120218287,15.668027509288581,44.81302437137339,0.0,0.0,15.793767482996497,0.5,1.56,2.56,0.42,1.2,1.92,12.1138
D. 20-39,Control,ul_pre_booster,UnlimitedBooster3,minutes,18721,4112,4000,93030.0,46513,22.624,11,0.0,0.34934017532312456,14.621938457316812,50.5651286601598,0.0,0.0038374012761590304,8.339967919498717,31.431117214700244,0.0,0.0,7.150600228054536,1.21,3.5,5.82,0.92,2.54,4.12,11.6283
D. 20-39,Control,unknown,Booster1,items,18721,0,1,0.0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,100.0,100.0,100.0,1.0
D. 20-39,Control,unknown,Booster2,items,18721,0,1,0.0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,100.0,100.0,100.0,1.0
D. 20-39,Control,unknown,Booster3,items,18721,0,1,0.0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,100.0,100.0,100.0,1.0
D. 20-39,Control,unlimited_lives,UnlimitedLives,minutes,18721,18204,5,5804668.0,33,318.8677,6,208.4685523593448,419.04868218619407,772.6161006432145,1377.5268526193643,0.0,0.0,0.0,0.0,15.269789983844907,208.46946491484806,772.6265826163126,0.06,0.21,0.38,36.36,100.0,100.0,6.6
D. 20-39,Variant,Avatar,Avatar,items,19009,10143,0,19659.0,0,1.9382,,0.9168881800460748,2.0,2.107078431372555,5.0,0.0,0.0,0.0,0.0,0.0,0.9168881800460748,2.107078431372555,0.2,0.4,0.62,,,,
D. 20-39,Variant,currency,HardCoin,coins,19009,18681,13720,6635494.17,6444800,355.2002,469,186.57258763210385,444.5429114625843,877.5247235557989,1857.8125381925342,200.0,450.3814922684718,856.2981722087654,2027.5651063829782,-168.57971040836975,21.39435030904941,195.96105263601768,0.21,0.7,1.15,0.64,1.69,2.35,4.7207
D. 20-39,Variant,dream_pass_tokens,DreamPassToken,items,19009,12531,0,2269559.69,0,181.1156,,52.52947651991,169.68027079807626,342.6550952213894,696.4452941640827,0.0,0.0,0.0,0.0,0.0,52.52947651991,342.6550952213894,0.06,0.28,0.54,,,,
D. 20-39,Variant,life,life,items,19009,1687,16398,10754.0,400638,6.3746,24,0.0,0.0,0.10639871915199292,14.33666232073011,10.488401911644713,23.405356424212435,51.06216777113846,157.56184680851058,-49.71486709990717,-10.586343283582089,0.0,0.91,3.17,5.71,0.15,0.62,1.08,24.4321
D. 20-39,Variant,life,liferefill,items,19009,995,0,10965.0,0,11.0201,,0.0,0.0,0.0,15.288677248677237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.56,9.3,,,,
D. 20-39,Variant,orb,Movie_Magic,items,19009,6,0,6.0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,83.33,100.0,,,,
D. 20-39,Variant,orb,Ocean_rescue,items,19009,1,0,1.0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,,,,
D. 20-39,Variant,orb,Reds_Greatest_Challenge,items,19009,1764,0,1769.0,0,1.0028,,0.0,0.0,0.0872663097125491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0872663097125491,0.11,0.57,0.85,,,,
D. 20-39,Variant,powerup,powerup_1,items,19009,9857,9859,27809.0,31648,2.8212,3,0.9621513515838369,2.0,4.1176489296636065,9.0,0.7755305330432636,2.3577285953619604,4.551545815295822,9.532132867132862,-1.995183589997831,0.0,1.0134670021917387,0.18,0.46,0.79,4.95,7.04,7.53,3.2101
D. 20-39,Variant,powerup,powerup_2,items,19009,14760,11672,83378.0,70701,5.6489,6,3.0,6.172054675634629,11.344237516869102,21.106169772256727,1.5037974627405153,5.5677978910086985,11.055697888415345,21.585319148936165,-2.0,0.12831714806400887,4.0,0.06,0.23,0.42,0.11,0.45,0.76,6.0573
D. 20-39,Variant,powerup,powerup_3,items,19009,13507,12062,61019.0,57797,4.5176,4,2.0,4.686620289397663,8.711501656238502,16.459771428571422,1.4102055419843555,4.331672609800607,8.579199916549321,17.19510638297872,-2.0,0.0,3.0,0.2,0.43,0.66,0.52,1.8,2.37,4.7917
D. 20-39,Variant,pre_level_booster,pre_level_booster_1,items,19009,17434,12848,80802.0,59742,4.6347,4,3.015462959493937,5.872563986533862,9.802404505659961,17.52257294429708,1.0,4.12926530016067,9.126874953452004,20.278723404255317,-2.0,1.0,5.0,0.28,0.62,0.79,0.24,0.92,1.52,4.6499
D. 20-39,Variant,pre_level_booster,pre_level_booster_2,items,19009,17287,10601,85904.0,59178,4.9693,5,3.1165059157110826,6.286677525032854,10.0,17.0,1.0,4.546895609378091,9.073903434206063,20.47382978723404,-2.0,1.4230907477094845,5.494533361047605,0.33,0.69,0.87,0.26,0.96,1.57,5.5823
D. 20-39,Variant,pre_level_booster,pre_level_booster_3,items,19009,14855,9649,51120.0,38423,3.4413,3,2.0,3.4461506961506947,6.234768862275459,12.0,0.5718419371479135,2.919894590947223,6.0539016961613195,13.76988444444444,-1.881261439344022,0.481865588401252,3.0,0.6,1.2,1.46,0.37,1.38,2.04,3.9821
D. 20-39,Variant,season_pass_multiplier_2x,SeasonPassMultiplier2x,minutes,19009,7887,0,125765.0,0,15.9459,,0.0,10.0,16.96966486902933,41.05994535519124,0.0,0.0,0.0,0.0,0.0,0.0,16.96966486902933,0.6,2.21,3.77,,,,
D. 20-39,Variant,season_pass_tokens,SeasonPassToken,items,19009,115,0,9098.0,0,79.113,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.09,36.85,53.21,,,,
D. 20-39,Variant,ul_pre_booster,UnlimitedBooster1,minutes,19009,10875,10636,334480.0,141604,30.7568,13,10.0,21.863974668509897,46.27621487684329,116.46422413793105,3.3889406602797836,10.769744922275285,20.244976978832895,50.18611063829786,0.0,2.898503049996105,27.011087629658075,0.28,1.0,1.7,0.28,0.94,1.53,13.3137
D. 20-39,Variant,ul_pre_booster,UnlimitedBooster2,minutes,19009,8184,7954,198860.0,89416,24.2986,11,0.0,13.074362458193972,25.0,86.20631587615283,0.0,7.033027087646653,13.369488670464506,41.6939574468085,0.0,0.0,14.441024056672122,0.42,1.48,2.6,0.44,1.42,2.36,11.2416
D. 20-39,Variant,ul_pre_booster,UnlimitedBooster3,minutes,19009,3725,3635,83605.0,39077,22.4443,10,0.0,0.0,10.0,46.26684444444441,0.0,0.0,7.120028510335002,27.916714893617012,0.0,0.0,5.481118703321162,3.44,6.38,8.97,0.95,3.15,5.27,10.7502
D. 20-39,Variant,unlimited_lives,UnlimitedLives,minutes,19009,18684,5,7735048.0,78,413.9931,15,259.63040745581173,551.8844988503955,1036.5793580670434,1845.8277365950082,0.0,0.0,0.0,0.0,30.0,259.7396219978263,1036.5790365575024,0.04,0.18,0.34,35.9,100.0,100.0,15.6
E. 40-99,Control,Avatar,Avatar,items,10200,7149,0,23211.0,0,3.2467,,2.0,3.3367821272212193,5.0410065237651445,8.736263736263737,0.0,0.0,0.0,0.0,0.0,2.0,5.0410065237651445,0.09,0.28,0.51,,,,
E. 40-99,Control,currency,HardCoin,coins,10200,10163,9127,9321651.0,9018800,917.2145,988,547.8673708063826,1198.4352114825735,2213.8307999999997,4088.009259259259,541.5812556735418,1170.0288398320095,2185.848560021565,4329.578754578755,-219.63009755944537,12.738537100191833,365.14236080033197,0.38,1.15,1.76,0.56,1.72,2.48,9.968
E. 40-99,Control,dream_pass_tokens,DreamPassToken,items,10200,7550,0,852620.0,0,112.9298,,44.02965010594052,100.95136341909975,210.20675168792198,545.8856177606176,0.0,0.0,0.0,0.0,0.0,44.02965010594052,210.20675168792198,0.28,1.06,1.71,,,,
E. 40-99,Control,life,life,items,10200,1520,9454,11342.0,540036,7.4618,57,0.0,0.0,2.0959893475867393,23.285714285714285,26.867574468085106,63.37936792807354,137.69762700789877,331.03663003662996,-134.95120946305155,-26.705720408445245,-2.2369446343130557,1.01,3.76,6.34,0.12,0.56,1.02,57.1225
E. 40-99,Control,life,liferefill,items,10200,1118,0,18210.0,0,16.288,,0.0,0.0,4.886005862555639,39.48717948717949,0.0,0.0,0.0,0.0,0.0,0.0,4.886005862555639,1.35,5.79,10.32,,,,
E. 40-99,Control,orb,Movie_Magic,items,10200,5,0,5.0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,100.0,,,,
E. 40-99,Control,orb,Reds_Greatest_Challenge,items,10200,1246,0,1249.0,0,1.0024,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16,0.64,1.04,,,,
E. 40-99,Control,powerup,powerup_1,items,10200,7752,7683,39761.0,44987,5.1291,5,2.016436749147314,5.301649811600221,10.686223107237533,20.862637362637365,2.5187461849750195,5.853453576552572,10.92347860613876,22.056776556776555,-3.0,0.0,2.0,0.35,0.86,1.32,4.07,6.15,7.02,5.8554
E. 40-99,Control,powerup,powerup_2,items,10200,9702,7993,76682.0,72265,7.9037,9,4.912843406593407,10.27847152847153,18.687850727090055,33.28021978021978,4.0561421149656445,10.325236641221375,19.258498565850918,34.57142857142857,-3.0,0.15260700389105064,4.129613975767823,0.18,0.56,0.93,0.29,0.98,1.47,9.041
E. 40-99,Control,powerup,powerup_3,items,10200,9581,8347,80066.0,74675,8.3567,8,5.2026181102362195,10.92675185539155,19.22344491230361,33.0,4.121052962378975,10.181209847314461,19.23843987553665,35.358974358974365,-3.0,0.14129874994147676,5.0,0.16,0.5,0.83,0.45,1.71,2.49,8.9463
E. 40-99,Control,pre_level_booster,pre_level_booster_1,items,10200,9891,8240,105457.0,75453,10.6619,9,7.312570145903479,13.736158532202417,22.941590610879484,38.59444444444445,3.0248651400677793,10.212313144659838,21.251133827350476,43.637362637362635,-3.043555893803237,2.7657559816731707,9.962209910590527,0.28,0.8,1.05,0.36,1.2,1.86,9.1569
E. 40-99,Control,pre_level_booster,pre_level_booster_2,items,10200,9932,7115,114123.0,79773,11.4904,11,8.21774711870728,14.914775462040481,24.65217599234816,39.84090909090909,3.2427756534821035,11.273509369284922,22.991164971150926,44.083333333333336,-3.0826160623517453,3.117096774193549,11.280556316799123,0.29,0.81,1.05,0.31,1.12,1.71,11.2119
E. 40-99,Control,pre_level_booster,pre_level_booster_3,items,10200,9480,6618,51573.0,39823,5.4402,6,3.283038946572782,6.552463559150201,11.08012012012012,19.205128205128204,1.8288508557457215,5.751950780312124,10.985713041872247,22.53846153846154,-3.0,1.0,5.025846153846154,0.75,1.97,2.44,0.5,1.48,2.25,6.0174
E. 40-99,Control,season_pass_multiplier_2x,SeasonPassMultiplier2x,minutes,10200,568,0,24610.0,0,43.3275,,0.0,0.0,0.0,32.21153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,13.29,20.74,,,,
E. 40-99,Control,season_pass_tokens,SeasonPassToken,items,10200,43,0,3048.0,0,70.8837,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.18,78.25,84.12,,,,
E. 40-99,Control,ul_pre_booster,UnlimitedBooster1,minutes,10200,7898,7787,332975.0,176295,42.1594,22,20.0,43.49063505999415,82.46904080781249,168.02486559139786,10.95067312090607,24.064067751118838,41.91710579978719,95.19322344322345,0.0,6.685587289686736,43.251695113397226,0.26,1.15,1.94,0.23,0.98,1.66,22.6397
E. 40-99,Control,ul_pre_booster,UnlimitedBooster2,minutes,10200,7353,7230,244420.0,138260,33.2409,19,15.0,26.319129207821014,53.58902237477753,140.82417582417582,9.007067484320237,18.42320089144792,31.323375424230875,84.98626373626372,0.0,4.321786720240199,24.970269322824752,0.35,1.63,2.78,0.29,1.22,2.1,19.1231
E. 40-99,Control,ul_pre_booster,UnlimitedBooster3,minutes,10200,3897,3802,99770.0,58411,25.6017,15,0.0,10.0,25.783179723502307,69.10714285714286,0.0,7.767547436409677,18.029063543880962,49.612637362637365,0.0,0.0,11.123207960282263,0.83,3.87,6.31,0.7,2.92,4.74,15.3632
E. 40-99,Control,unlimited_lives,UnlimitedLives,minutes,10200,10143,7,6223324.0,133,613.5585,19,414.4357079121377,819.427663208502,1453.153801843319,2386.7053872053875,0.0,0.0,0.0,0.0,119.78351755043992,414.40886419915387,1453.1860993124922,0.11,0.41,0.66,47.37,96.24,100.0,19.0
E. 40-99,Variant,Avatar,Avatar,items,10058,7029,0,22375.0,0,3.1832,,2.0,3.0929604577172958,5.0,8.15136,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.06,0.27,0.51,,,,
E. 40-99,Variant,currency,HardCoin,coins,10058,9997,8836,7639156.65,7417850,764.1449,839,437.05277629099436,951.9607232283114,1788.5324099374097,4028.8031581242417,436.49371175924546,942.0955990797003,1740.4474855291323,3967.832417582418,-195.6881873761601,8.133989088576831,324.8714328073622,0.21,0.91,1.52,1.09,2.1,2.97,8.4125
E. 40-99,Variant,dream_pass_tokens,DreamPassToken,items,10058,8710,0,2588469.06,0,297.1836,,140.372989132094,338.4123908427705,668.9977895288109,1516.899393554929,0.0,0.0,0.0,0.0,0.0,140.372989132094,668.9977895288109,0.09,0.43,0.83,,,,
E. 40-99,Variant,life,LifeReward,items,10058,0,2,0.0,27,,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,92.59,100.0,100.0,13.5
E. 40-99,Variant,life,life,items,10058,1305,9260,9166.0,352257,7.0238,38,0.0,0.0,1.3690573128719103,19.769450549450557,17.145252934855336,41.535027843529775,91.46364155972634,228.710695970696,-88.44773089749165,-16.976616301931017,-1.2790242652084738,1.04,4.31,7.19,0.16,0.7,1.27,38.0407
E. 40-99,Variant,life,liferefill,items,10058,852,0,11090.0,0,13.0164,,0.0,0.0,0.0,24.988333333333344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,5.68,10.19,,,,
E. 40-99,Variant,orb,Movie_Magic,items,10058,3,0,4.0,0,1.3333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0,,,,
E. 40-99,Variant,orb,Ocean_rescue,items,10058,2,0,2.0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0,,,,
E. 40-99,Variant,orb,Reds_Greatest_Challenge,items,10058,1158,0,1161.0,0,1.0026,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,0.69,1.12,,,,
E. 40-99,Variant,powerup,powerup_1,items,10058,7466,7390,31680.0,37046,4.2432,5,2.0,4.186872586872587,7.990750830564788,17.0,2.2752204946353882,4.971339005821765,7.998605947955391,17.431794871794878,-3.0,0.0,2.0,0.5,0.98,1.46,3.57,7.72,9.42,5.013
E. 40-99,Variant,powerup,powerup_2,items,10058,9756,7908,81107.0,70615,8.3136,8,5.645831456625527,11.267244370286091,18.325921572817613,31.21589743589744,4.36203753131031,10.712428367573445,18.152824012814264,32.43179487179488,-3.0,1.0,5.0,0.22,0.49,0.76,0.21,0.76,1.18,8.9296
E. 40-99,Variant,powerup,powerup_3,items,10058,9211,8118,66964.0,63936,7.27,7,4.466848116127654,9.453373455213008,16.26127119814668,28.420000000000005,3.7805866322432586,8.68592144020386,15.841845511252789,30.093717948717956,-3.0,0.0,4.361461988304098,0.25,0.55,0.86,1.51,3.4,4.34,7.8758
E. 40-99,Variant,pre_level_booster,pre_level_booster_1,items,10058,9779,8018,74755.0,55935,7.6444,6,5.5230375426621166,10.01829895884322,15.820434782608698,26.316286472148544,2.605017117958294,8.070973100411416,15.033200676744015,30.255641025641033,-3.0,1.8290005696090246,7.308569500674767,0.65,1.09,1.37,0.72,1.66,2.35,6.9762
E. 40-99,Variant,pre_level_booster,pre_level_booster_2,items,10058,9737,6787,80411.0,57157,8.2583,8,6.405196116940691,10.797041379406132,16.28807710843374,24.905103448275867,2.683983960372686,8.557991006319883,15.678370238797228,30.039743589743598,-3.0,2.1704506173242115,8.526700220195039,0.69,1.19,1.43,0.71,1.64,2.33,8.4215
E. 40-99,Variant,pre_level_booster,pre_level_booster_3,items,10058,9497,6519,54101.0,40503,5.6966,6,3.7586852813635936,7.025165146272413,11.677922077922085,20.736290322580643,2.0,6.177706802938358,11.1678040131776,21.723186813186818,-2.848486997635934,1.187273459524769,5.0,1.05,1.97,2.31,1.05,2.1,2.85,6.2131
